user_name,rating,user_base,review,date_of_experience,date_written,photos,party
SpchGrl,3,"Charlotte, NC","I thought it was strange that so many people were wading in the fountain, clothes and all. Not just little kids but adults of all ages. There were also lots of bums sleeping all over the park. Overall and interesting atmosphere.",Jun-15,23-Jun-15,0,Family
Dianne W,4,"Dunedin, FL","You cannot miss the colorful LOVE sculptor .
( oh if you need to see more that one LOVE in situ, venture to the U of Pennsylvania in west Philly). Park is elevated on JFK blvd. just NW of City Hall. Visitor center. Music at times.",Jun-15,13-Jun-15,0,Couples
thesteevesgroup,5,"Orlando, FL",I sat in this nice little park near City Hall. The water fountain is inviting and some kids were playing in the water although there is a sign that says no swimming. Nice photo opportunity at the park sign that say LOVE on it but beware of individuals hanging around offering to take your picture of you for you. They want a hand-out for doing so.,Jun-15,11-Jun-15,1,Solo
Sara S,4,,"Make sure to visit one of Philadelphia’s many fountains to cool off on a hot day. Whether you just want to dip your feet in or spend the whole day, the fountains are a great place to go. The fountain in LOVE Park is a great opportunity for some pictures as well! When we went we even saw a group of people doing tricks on skateboards. Although the fountains themselves are very pretty, the surrounding parks are a bit dirty and there are a lot of homeless people living in them. However, don’t let that deter you from visiting because Philadelphia’s fountains are definitely worth seeing!",May-15,08-Jun-15,0,Business
VacayTimeGirl,4,"Phoenix, AZ","Took a wonderful stroll and was surprised by the huge LOVE artwork, and looking down one of the main streets, all the flags. Nice sightseeing! There was even a homeless man who noticed me snapping pictures and jumped in front of me and begged, ""Take a picture of me!"" with a big, toothless smile :) Was happy to have made his day !",Jan-15,05-Jun-15,0,Business
Erica H,5,Matthews,There were several local people there that were kind of directing the line of people trying to take pictures and asking for tips in exchange. They were also offering to take pictures for us which was convenient but they were kind of annoying because they wouldn't just let you take your picture when you were ready you kind of felt forced into waiting even if you were in a hurry.,May-15,03-Jun-15,0,Couples
lethaiwepn1,5,"Goodyear, AZ","Small little park, but that sign is outstanding, just love it. Hubby and i have a great pic taken by it. I will post it!",Jul-14,03-Jun-15,0,
Erica,5,"Houston, TX","Just stop and take the iconic picture! It's not much of a ""park"" and there are quite a few homeless in the area but I never felt unsafe. In fact a few have decided to make a living by being a ""photographer"" for the LOVE statue and will take a family picture. Our photographer George was awesome and we tipped him appropriately! Worth the stop for the picture but you might only be here for 5 minutes!",May-15,31-May-15,0,Family
Thedevelopingimage,4,"Vermilion, OH","I stopped here early in the morning so I could get some clear shots without the hoards of people. Unfortunately my love was at work, so no pics of us. Nice park, is pretty busy all through out the day of tourists or locals eating lunch or meeting up. The sign was smaller than I thought it would be. Stop take some pics and keep exploring.",Apr-15,31-May-15,3,Solo
DeanMurphy2020,4,"Orlando, FL","Despite “selfie sticks,” obviously homeless men ask for money to take photos of couples standing in front of the famed LOVE Park sign. Ask them for their Social Security numbers, so that you can report that income to the IRS.☺ On a self-guided walking tour, I saw the sign when leaving Masonic Temple. There are a dozen attractions within two blocks of this sign, like Pennsylvania Academy of the Fine Arts. It seems, like Rome, all roads lead to this park. The plaza is surrounded by statues and plaques that give a bit of history. View the sign from both sides of the Old Faithful-like fountain. Until Philadelphia imposed a ban in 2002, LOVE Park was the world capital of skateboarding, because of the curved steps. LOVE Park is in the JFK Plaza, at John F. Kennedy Blvd. and North 15th St., northwest of City Hall.",May-15,28-May-15,5,Friends
RajeshP,4,"Atlanta, GA",Not exactly a park. A small area near city center and a nice fountain. People usally posing there for a quick picture in front of the LOVE sign,Jun-15,01-Jul-15,1,
Clarice510,4,"Concord, CA","Love Park is one of the most popular Philadelphia landmarks. Of course it is a must-see, most especially if you are in the vicinity of city hall. This is the place to take your loved ones and take your mandatory vacation pictures.

Aside from the iconic LOVE sculpture, the park has a fountain where kids and kids-at-heart can play (fun fact: it is allowed to play in public fountains in Philadelphia, that is according to our tour guide, anyway). And it is located near other Philadelphia landmarks.

Now go and take your quintessential Philadelphia pictures!",Aug-14,01-Jul-15,3,Family
Chasity17,2,"Houston, TX","So I'm from Texas and when I think of Park I think of green grass, trees, and things to do in the park. This park is in the middle of downtown, the LOVE sign is very small, and the fountain is very big. I wouldn't call it a park, more like a fountain in the middle of downtown. Maybe it's a northern thing??",Jun-15,30-Jun-15,0,Couples
amyw2012,3,"Birmingham, AL","This is pretty much just a quick photo op. We asked a family behind us to take our picture, and we reciprocated for them. We did not stay long here due to what looked liked homeless people yelling at each other with many curse words.",Jun-15,28-Jun-15,1,Family
lucycan,3,"San Diego, CA","This park is very close to City Hall so an easy walk to take a quick picture. Its crowded and yes the statue is much smaller than you think it would be. There is a large fountain and lots of ""locals"" milling about.",Jun-15,27-Jun-15,0,Family
QuickWhitTravel,4,"Washington DC, DC","This is the iconic ""LOVE"" statue in the city of brotherly love. It's smaller than you may think, but still nice for a photo op. Definitely worth a visit, even just for a couple minutes.",Jun-15,26-Jun-15,0,Solo
Travelling_Terp27,3,"Bowie, MD","I must say I was disappointed with the park because of its condition and lack of security. To begin, the love statue is much smaller than I anticipated. There are teenagers skating through the park recklessly without any authority preventing it. Additionally, while forming a line to take a picture of the statue there are homeless people coming up to you trying to take a picture for you using your device for a fee, which is creepy if you are a family with children. Other than this and the fountain, not much else to see.
",Jun-15,26-Jun-15,2,Couples
